filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
1721_1_44468.pdf-dpi100-page0057.png,124843,"{}",1,0,"{""name"":""rect"",""x"":76,""y"":76,""width"":2030,""height"":1564}","{}"
1721_1_41234.pdf-dpi100-page0001.png,28491,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0003.png,49515,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0002.png,15483,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0004.png,43698,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0005.png,40655,"{}",0,0,"{}","{}"
1721_1_44468.pdf-dpi100-page0058.png,226742,"{}",1,0,"{""name"":""rect"",""x"":278,""y"":299,""width"":2983,""height"":2279}","{}"
1721_1_41234.pdf-dpi100-page0012.png,26648,"{}",1,0,"{""name"":""rect"",""x"":153,""y"":262,""width"":600,""height"":716}","{}"
1721_1_41234.pdf-dpi100-page0011.png,22894,"{}",1,0,"{""name"":""rect"",""x"":147,""y"":254,""width"":611,""height"":604}","{}"
1721_1_41234.pdf-dpi100-page0014.png,34041,"{}",1,0,"{""name"":""rect"",""x"":147,""y"":130,""width"":608,""height"":874}","{}"
1721_1_41234.pdf-dpi100-page0010.png,37821,"{}",1,0,"{""name"":""rect"",""x"":159,""y"":143,""width"":592,""height"":814}","{}"
1721_1_41234.pdf-dpi100-page0009.png,35829,"{}",1,0,"{""name"":""rect"",""x"":157,""y"":147,""width"":592,""height"":821}","{}"
1721_1_41234.pdf-dpi100-page0013.png,32507,"{}",1,0,"{""name"":""rect"",""x"":155,""y"":148,""width"":584,""height"":866}","{}"
1721_1_41234.pdf-dpi100-page0016.png,30117,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0008.png,32762,"{}",1,0,"{""name"":""rect"",""x"":157,""y"":227,""width"":603,""height"":787}","{}"
1721_1_41234.pdf-dpi100-page0006.png,38069,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0015.png,32853,"{}",1,0,"{""name"":""rect"",""x"":159,""y"":137,""width"":594,""height"":820}","{}"
1721_1_41234.pdf-dpi100-page0007.png,29881,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0019.png,27452,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0024.png,38292,"{}",1,0,"{""name"":""rect"",""x"":163,""y"":567,""width"":559,""height"":470}","{}"
1721_1_41234.pdf-dpi100-page0023.png,28828,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0027.png,34429,"{}",1,0,"{""name"":""rect"",""x"":154,""y"":537,""width"":598,""height"":421}","{}"
1721_1_41234.pdf-dpi100-page0022.png,30893,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0026.png,31771,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0021.png,34397,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0028.png,31756,"{}",1,0,"{""name"":""rect"",""x"":226,""y"":646,""width"":467,""height"":340}","{}"
1721_1_41234.pdf-dpi100-page0020.png,34046,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0025.png,34326,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0018.png,37125,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0017.png,24694,"{}",1,0,"{""name"":""rect"",""x"":220,""y"":600,""width"":447,""height"":374}","{}"
1721_1_41234.pdf-dpi100-page0037.png,24898,"{}",1,0,"{""name"":""rect"",""x"":222,""y"":247,""width"":476,""height"":472}","{}"
1721_1_41234.pdf-dpi100-page0030.png,33454,"{}",1,0,"{""name"":""rect"",""x"":162,""y"":374,""width"":598,""height"":298}","{}"
1721_1_41234.pdf-dpi100-page0033.png,321562,"{}",1,0,"{""name"":""rect"",""x"":140,""y"":391,""width"":593,""height"":466}","{}"
1721_1_41234.pdf-dpi100-page0029.png,28031,"{}",1,0,"{""name"":""rect"",""x"":184,""y"":135,""width"":517,""height"":590}","{}"
1721_1_41234.pdf-dpi100-page0040.png,35011,"{}",1,0,"{""name"":""rect"",""x"":219,""y"":779,""width"":521,""height"":164}","{}"
1721_1_41234.pdf-dpi100-page0035.png,30117,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0034.png,35564,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0038.png,32942,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0032.png,33273,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0039.png,28661,"{}",2,0,"{""name"":""rect"",""x"":209,""y"":188,""width"":516,""height"":374}","{}"
1721_1_41234.pdf-dpi100-page0039.png,28661,"{}",2,1,"{""name"":""rect"",""x"":208,""y"":579,""width"":553,""height"":431}","{}"
1721_1_41234.pdf-dpi100-page0036.png,38503,"{}",1,0,"{""name"":""rect"",""x"":184,""y"":117,""width"":542,""height"":465}","{}"
1721_1_41234.pdf-dpi100-page0031.png,31402,"{}",1,0,"{""name"":""rect"",""x"":174,""y"":395,""width"":574,""height"":258}","{}"
1721_1_41234.pdf-dpi100-page0049.png,27468,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0050.png,31512,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0048.png,38395,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0045.png,422320,"{}",1,0,"{""name"":""rect"",""x"":194,""y"":204,""width"":534,""height"":692}","{}"
1721_1_41234.pdf-dpi100-page0041.png,28054,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0044.png,32314,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0047.png,36154,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0046.png,28623,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0042.png,30107,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0051.png,27311,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0043.png,324182,"{}",1,0,"{""name"":""rect"",""x"":160,""y"":333,""width"":588,""height"":446}","{}"
1721_1_41234.pdf-dpi100-page0052.png,21997,"{}",1,0,"{""name"":""rect"",""x"":199,""y"":225,""width"":524,""height"":563}","{}"
1721_1_41234.pdf-dpi100-page0058.png,28634,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0060.png,31646,"{}",1,0,"{""name"":""rect"",""x"":91,""y"":408,""width"":680,""height"":409}","{}"
1721_1_41234.pdf-dpi100-page0057.png,26676,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0054.png,34377,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0053.png,28541,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0061.png,23251,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0063.png,28323,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0062.png,26584,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0059.png,30484,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0056.png,22771,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0055.png,25414,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0074.png,23056,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0076.png,27144,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0070.png,21377,"{}",1,0,"{""name"":""rect"",""x"":155,""y"":630,""width"":544,""height"":271}","{}"
1721_1_41234.pdf-dpi100-page0068.png,25008,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0075.png,23385,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0072.png,25634,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0069.png,29972,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0064.png,29185,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0067.png,30059,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0073.png,26208,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0065.png,29002,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0071.png,20740,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0066.png,30347,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0081.png,20660,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0080.png,28339,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0085.png,20222,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0083.png,21026,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0087.png,29269,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0082.png,26986,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0078.png,29819,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0077.png,27553,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0079.png,26832,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0086.png,19081,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0084.png,20837,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0090.png,28568,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0089.png,14195,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0088.png,23839,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0099.png,26621,"{}",1,0,"{""name"":""rect"",""x"":180,""y"":261,""width"":541,""height"":287}","{}"
1721_1_41234.pdf-dpi100-page0094.png,23858,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0100.png,31397,"{}",1,0,"{""name"":""rect"",""x"":178,""y"":618,""width"":557,""height"":370}","{}"
1721_1_41234.pdf-dpi100-page0091.png,27556,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0102.png,26269,"{}",1,0,"{""name"":""rect"",""x"":157,""y"":517,""width"":593,""height"":472}","{}"
1721_1_41234.pdf-dpi100-page0096.png,21760,"{}",1,0,"{""name"":""rect"",""x"":134,""y"":258,""width"":608,""height"":290}","{}"
1721_1_41234.pdf-dpi100-page0097.png,24780,"{}",1,0,"{""name"":""rect"",""x"":198,""y"":528,""width"":503,""height"":372}","{}"
1721_1_41234.pdf-dpi100-page0095.png,25081,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0104.png,26249,"{}",1,0,"{""name"":""rect"",""x"":143,""y"":92,""width"":630,""height"":451}","{}"
1721_1_41234.pdf-dpi100-page0103.png,29897,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0093.png,26022,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0101.png,22753,"{}",1,0,"{""name"":""rect"",""x"":171,""y"":692,""width"":582,""height"":306}","{}"
1721_1_41234.pdf-dpi100-page0098.png,33833,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0092.png,25542,"{}",1,0,"{""name"":""rect"",""x"":167,""y"":727,""width"":579,""height"":312}","{}"
1721_1_41234.pdf-dpi100-page0114.png,21315,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0112.png,29509,"{}",1,0,"{""name"":""rect"",""x"":153,""y"":68,""width"":595,""height"":681}","{}"
1721_1_41234.pdf-dpi100-page0111.png,21705,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0105.png,29936,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0107.png,22410,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0116.png,14349,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0115.png,29334,"{}",1,0,"{""name"":""rect"",""x"":152,""y"":112,""width"":603,""height"":695}","{}"
1721_1_41234.pdf-dpi100-page0110.png,26466,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0118.png,36100,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0117.png,24186,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0113.png,22081,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0109.png,18795,"{}",1,0,"{""name"":""rect"",""x"":154,""y"":339,""width"":621,""height"":303}","{}"
1721_1_41234.pdf-dpi100-page0108.png,30511,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0106.png,26167,"{}",1,0,"{""name"":""rect"",""x"":155,""y"":464,""width"":575,""height"":418}","{}"
1721_1_41234.pdf-dpi100-page0127.png,30940,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0125.png,27431,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0128.png,31410,"{}",1,0,"{""name"":""rect"",""x"":137,""y"":184,""width"":620,""height"":496}","{}"
1721_1_41234.pdf-dpi100-page0126.png,35167,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0122.png,31011,"{}",1,0,"{""name"":""rect"",""x"":154,""y"":595,""width"":625,""height"":321}","{}"
1721_1_41234.pdf-dpi100-page0124.png,27640,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0121.png,37444,"{}",1,0,"{""name"":""rect"",""x"":153,""y"":646,""width"":610,""height"":331}","{}"
1721_1_41234.pdf-dpi100-page0123.png,24141,"{}",1,0,"{""name"":""rect"",""x"":145,""y"":311,""width"":620,""height"":478}","{}"
1721_1_41234.pdf-dpi100-page0120.png,31225,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0119.png,31890,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0129.png,31990,"{}",1,0,"{""name"":""rect"",""x"":149,""y"":216,""width"":621,""height"":619}","{}"
1721_1_41234.pdf-dpi100-page0137.png,37053,"{}",1,0,"{""name"":""rect"",""x"":162,""y"":139,""width"":611,""height"":655}","{}"
1721_1_41234.pdf-dpi100-page0134.png,24164,"{}",1,0,"{""name"":""rect"",""x"":145,""y"":271,""width"":623,""height"":592}","{}"
1721_1_41234.pdf-dpi100-page0132.png,35126,"{}",1,0,"{""name"":""rect"",""x"":157,""y"":217,""width"":613,""height"":580}","{}"
1721_1_41234.pdf-dpi100-page0140.png,37862,"{}",1,0,"{""name"":""rect"",""x"":167,""y"":578,""width"":590,""height"":449}","{}"
1721_1_41234.pdf-dpi100-page0141.png,30670,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0133.png,34563,"{}",1,0,"{""name"":""rect"",""x"":162,""y"":145,""width"":609,""height"":493}","{}"
1721_1_41234.pdf-dpi100-page0131.png,30078,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0138.png,28617,"{}",1,0,"{""name"":""rect"",""x"":155,""y"":378,""width"":606,""height"":568}","{}"
1721_1_41234.pdf-dpi100-page0139.png,33068,"{}",1,0,"{""name"":""rect"",""x"":164,""y"":215,""width"":594,""height"":795}","{}"
1721_1_41234.pdf-dpi100-page0136.png,29035,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0130.png,31615,"{}",1,0,"{""name"":""rect"",""x"":159,""y"":220,""width"":593,""height"":784}","{}"
1721_1_41234.pdf-dpi100-page0135.png,29295,"{}",1,0,"{""name"":""rect"",""x"":170,""y"":239,""width"":595,""height"":777}","{}"
1721_1_41234.pdf-dpi100-page0150.png,25461,"{}",1,0,"{""name"":""rect"",""x"":144,""y"":221,""width"":601,""height"":615}","{}"
1721_1_41234.pdf-dpi100-page0151.png,31194,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0148.png,31877,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0143.png,29614,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0144.png,24762,"{}",1,0,"{""name"":""rect"",""x"":230,""y"":532,""width"":482,""height"":486}","{}"
1721_1_41234.pdf-dpi100-page0154.png,31772,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0142.png,35538,"{}",1,0,"{""name"":""rect"",""x"":150,""y"":164,""width"":613,""height"":510}","{}"
1721_1_41234.pdf-dpi100-page0153.png,28718,"{}",1,0,"{""name"":""rect"",""x"":163,""y"":292,""width"":614,""height"":616}","{}"
1721_1_41234.pdf-dpi100-page0152.png,42604,"{}",1,0,"{""name"":""rect"",""x"":147,""y"":93,""width"":619,""height"":911}","{}"
1721_1_41234.pdf-dpi100-page0149.png,39682,"{}",1,0,"{""name"":""rect"",""x"":140,""y"":239,""width"":608,""height"":785}","{}"
1721_1_41234.pdf-dpi100-page0146.png,35730,"{}",1,0,"{""name"":""rect"",""x"":143,""y"":278,""width"":615,""height"":737}","{}"
1721_1_41234.pdf-dpi100-page0145.png,31273,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0147.png,27173,"{}",1,0,"{""name"":""rect"",""x"":147,""y"":256,""width"":600,""height"":598}","{}"
1721_1_41234.pdf-dpi100-page0163.png,28664,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0166.png,26583,"{}",1,0,"{""name"":""rect"",""x"":154,""y"":270,""width"":596,""height"":753}","{}"
1721_1_41234.pdf-dpi100-page0160.png,32813,"{}",1,0,"{""name"":""rect"",""x"":204,""y"":309,""width"":541,""height"":711}","{}"
1721_1_41234.pdf-dpi100-page0156.png,28715,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0165.png,33739,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0164.png,27373,"{}",1,0,"{""name"":""rect"",""x"":162,""y"":236,""width"":598,""height"":628}","{}"
1721_1_41234.pdf-dpi100-page0162.png,33832,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0158.png,31469,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0161.png,32672,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0159.png,42293,"{}",1,0,"{""name"":""rect"",""x"":189,""y"":147,""width"":534,""height"":880}","{}"
1721_1_41234.pdf-dpi100-page0157.png,23326,"{}",1,0,"{""name"":""rect"",""x"":160,""y"":242,""width"":594,""height"":557}","{}"
1721_1_41234.pdf-dpi100-page0155.png,43659,"{}",1,0,"{""name"":""rect"",""x"":170,""y"":143,""width"":579,""height"":875}","{}"
1721_1_41234.pdf-dpi100-page0170.png,32261,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0173.png,35037,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0171.png,30908,"{}",1,0,"{""name"":""rect"",""x"":164,""y"":135,""width"":577,""height"":886}","{}"
1721_1_41234.pdf-dpi100-page0169.png,31650,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0176.png,17961,"{}",1,0,"{""name"":""rect"",""x"":165,""y"":128,""width"":584,""height"":720}","{}"
1721_1_41234.pdf-dpi100-page0174.png,33618,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0172.png,27657,"{}",1,0,"{""name"":""rect"",""x"":213,""y"":664,""width"":473,""height"":358}","{}"
1721_1_41234.pdf-dpi100-page0178.png,32051,"{}",1,0,"{""name"":""rect"",""x"":157,""y"":160,""width"":582,""height"":815}","{}"
1721_1_41234.pdf-dpi100-page0167.png,26667,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0175.png,33450,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0177.png,33617,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0168.png,21064,"{}",1,0,"{""name"":""rect"",""x"":222,""y"":153,""width"":513,""height"":459}","{}"
1721_1_41234.pdf-dpi100-page0191.png,31793,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0185.png,32887,"{}",1,0,"{""name"":""rect"",""x"":164,""y"":159,""width"":590,""height"":864}","{}"
1721_1_41234.pdf-dpi100-page0190.png,25405,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0188.png,33195,"{}",1,0,"{""name"":""rect"",""x"":165,""y"":244,""width"":598,""height"":742}","{}"
1721_1_41234.pdf-dpi100-page0179.png,36126,"{}",1,0,"{""name"":""rect"",""x"":171,""y"":399,""width"":592,""height"":631}","{}"
1721_1_41234.pdf-dpi100-page0189.png,33453,"{}",1,0,"{""name"":""rect"",""x"":155,""y"":114,""width"":595,""height"":900}","{}"
1721_1_41234.pdf-dpi100-page0183.png,26135,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0180.png,33839,"{}",1,0,"{""name"":""rect"",""x"":168,""y"":162,""width"":596,""height"":286}","{}"
1721_1_41234.pdf-dpi100-page0184.png,28968,"{}",1,0,"{""name"":""rect"",""x"":158,""y"":184,""width"":594,""height"":746}","{}"
1721_1_41234.pdf-dpi100-page0187.png,34442,"{}",1,0,"{""name"":""rect"",""x"":149,""y"":132,""width"":604,""height"":891}","{}"
1721_1_41234.pdf-dpi100-page0186.png,35018,"{}",1,0,"{""name"":""rect"",""x"":169,""y"":198,""width"":594,""height"":787}","{}"
1721_1_41234.pdf-dpi100-page0182.png,36247,"{}",1,0,"{""name"":""rect"",""x"":165,""y"":145,""width"":623,""height"":882}","{}"
1721_1_41234.pdf-dpi100-page0181.png,32457,"{}",0,0,"{}","{}"
1721_1_41234.pdf-dpi100-page0193.png,28536,"{}",0,0,"{}","{}"
